X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,GlobalID
-8463439.8,4420478.62,20350,19723454,VIRGINIA BEACH PSYCHIATRIC CENTER,1100 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,NOT AVAILABLE,(757) 496-6000,PSYCHIATRIC,OPEN,100,VIRGINIA BEACH,51810,USA,36.8662392,-76.028374,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/07 00:00:00+00,www.vbpcweb.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,100,NOT AVAILABLE,N,{7CE6E528-F73F-492D-B689-EDD75E38BC5F}
-8542724.3,4474782.07,20424,13623185,DOCTORS DIAGNOSTIC CENTER- WILLIAMSBURG,120 KINGS WAY,WILLIAMSBURG,VA,23185,NOT AVAILABLE,(757) 645-3130,GENERAL ACUTE CARE,CLOSED,-999,JAMES CITY,51095,USA,37.2555128,-76.740598,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vdh.virginia.gov/olc/acutecare/hospitals.htm,2016/08/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.riversideonline.com/facilities/outpatient-centers.cfm,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,-999,NOT AVAILABLE,N,{032444CE-B927-4ACA-8A55-C6061612EB75}
-8727928.5,4481380.81,20425,10723901,CENTRA SOUTHSIDE COMMUNITY HOSPITAL,800 OAK STREET,FARMVILLE,VA,23901,NOT AVAILABLE,(434) 392-8811,GENERAL ACUTE CARE,OPEN,116,PRINCE EDWARD,51147,USA,37.3026795,-78.404316,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://centrasouthside.com/,NOT AVAILABLE,"SOUTHSIDE COMMUNITY HOSPITAL, INC.",51,NON-PROFIT,-999,116,NOT AVAILABLE,Y,{6B460C7C-22D2-4DC4-B4E8-9C7FE0497E89}
-8738433.9,4583854.02,20426,2222908,UNIVERSITY OF VIRGINIA MEDICAL CENTER,1215 LEE STREET,CHARLOTTESVILLE,VA,22903,NOT AVAILABLE,(434) 924-0210,GENERAL ACUTE CARE,OPEN,614,CHARLOTTESVILLE,51540,USA,38.0313398,-78.498687,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,www.med.virginia.edu,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - STATE,-999,614,LEVEL I,Y,{CD81E81B-A33C-44EC-B12B-36FE5D345BD1}
-8741371.3,4582947.29,20427,2322903,UVA ENCOMPASS HEALTH REHABILITATION HOSPITAL,515 RAY C. HUNT DRIVE,CHARLOTTESVILLE,VA,22903,NOT AVAILABLE,(434) 244-2000,REHABILITATION,OPEN,50,ALBEMARLE,51003,USA,38.0249237,-78.525075,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,https://www.encompasshealth.com/uvarehab,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,50,NOT AVAILABLE,N,{1DA131EB-B0A2-4705-B426-CEABB9CEA94C}
-8626809.8,4610199.27,20428,1322408,SPOTSYLVANIA REGIONAL MEDICAL CENTER,4600 SPOTSYLVANIA PARKWAY,FREDERICKSBURG,VA,22408,NOT AVAILABLE,(540) 498-4000,GENERAL ACUTE CARE,OPEN,100,SPOTSYLVANIA,51177,USA,38.2175161,-77.495951,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.spotsrmc.com/,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,100,NOT AVAILABLE,Y,{06C9C9FB-3E70-4D5A-BFA7-35C04BB17894}
-9008410.5,4393300.19,20429,6924333,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NOT AVAILABLE,(276) 236-8180,GENERAL ACUTE CARE,OPEN,141,GALAX,51640,USA,36.670662,-80.923929,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.tcrh.org/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,141,NOT AVAILABLE,Y,{E0DF611D-58CE-4CCA-A2FB-90850C675373}
-8498957.2,4416360.4,20430,14623707,BON SECOURS MARYVIEW MEDICAL CENTER,3636 HIGH STREET,PORTSMOUTH,VA,23707,NOT AVAILABLE,(757) 398-2200,GENERAL ACUTE CARE,OPEN,346,PORTSMOUTH,51740,USA,36.8366364,-76.347432,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.bonsecourshamptonroads.com/find-a-facility-maryview-medical-center.html,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,346,NOT AVAILABLE,Y,{685A8C89-CB2D-4FC5-9EAA-F332EDA45D10}
-8784727.7,4399054.96,20431,11824592,SENTARA HALIFAX REGIONAL HOSPITAL,2204 WILBORN AVENUE,SOUTH BOSTON,VA,24592,NOT AVAILABLE,(434) 517-3100,GENERAL ACUTE CARE,OPEN,192,HALIFAX,51083,USA,36.7121151,-78.914551,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.hrhs.org/,NOT AVAILABLE,HALIFAX REGIONAL HEALTH SYSTEM,51,NON-PROFIT,-999,192,NOT AVAILABLE,N,{7AFC627C-70EE-4258-A628-7787FC3A8718}
-8603477.1,4669817.86,20432,4322191,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,2300 OPITZ BOULEVARD,WOODBRIDGE,VA,22191,NOT AVAILABLE,(703) 670-1310,GENERAL ACUTE CARE,OPEN,183,PRINCE WILLIAM,51153,USA,38.6370725,-77.286349,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.sentara.com/northern-virginia,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,183,NOT AVAILABLE,Y,{616A5236-C373-453D-A2CA-FAC9295E628D}
-8605932.3,4652101.84,20433,16222134,NAVAL HEALTH CLINIC (JOHN HENRY BALCH),3259 CATLIN AVENUE,QUANTICO,VA,22134,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,PRINCE WILLIAM,51153,USA,38.5126535,-77.308405,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.tricare.mil/mtf/facility.aspx?fid=304,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - FEDERAL,-999,-999,NOT AVAILABLE,N,{6B632BE2-95AD-4A7D-BD5F-9A5892314BB8}
-8493863.7,4419961.24,20434,12723507,CHILDREN'S HOSPITAL OF THE KINGS DAUGHTERS,601 CHILDRENS LANE,NORFOLK,VA,23507,NOT AVAILABLE,(757) 668-7000,CHILDREN,OPEN,206,NORFOLK,51710,USA,36.8625207,-76.301676,622110,"CHILDREN'S HOSPITALS, GENERAL",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,www.chkd.org,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,206,LEVEL I,Y,{CE31FDD7-C40E-4E66-AF80-636F95FB9001}
-8493993.8,4419913.81,20435,13223507,SENTARA NORFOLK GENERAL HOSPITAL,600 GRESHAM DRIVE,NORFOLK,VA,23507,NOT AVAILABLE,(757) 388-3000,GENERAL ACUTE CARE,OPEN,543,NORFOLK,51710,USA,36.8621799,-76.302844,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.sentara.com/hospitalsfacilities/hospitals/norfolkgeneral/pages/norfolkgeneral.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,543,LEVEL I,Y,{E1B783BA-EEBB-4E16-902D-8F62A27A54CA}
-8616901.1,4514668.81,20436,10823223,BON SECOURS RICHMOND COMMUNITY HOSPITAL,1500 NORTH 28TH STREET,RICHMOND,VA,23223,NOT AVAILABLE,(804) 225-1700,GENERAL ACUTE CARE,OPEN,104,RICHMOND CITY,51760,USA,37.540166,-77.40694,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://richmond.bonsecours.com/find-a-facility-richmond-community-hospital.html,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,104,NOT AVAILABLE,N,{CDA69B81-C847-43E1-B969-D6974B224906}
-8630198.7,4510981.7,20437,11023225,CJW MEDICAL CENTER CHIPPENHAM CAMPUS,7101 JAHNKE ROAD,RICHMOND,VA,23225,NOT AVAILABLE,(804) 320-3910,GENERAL ACUTE CARE,OPEN,466,RICHMOND CITY,51760,USA,37.5138982,-77.526394,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2013/11/12 00:00:00+00,http://chippenhammed.com/,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,466,LEVEL II,Y,{BE298C97-D66D-4B9A-A336-F3853E9CCD75}
-8917793,4493808.62,20438,4724070,CATAWBA HOSPITAL,5525 CATAWBA HOSPITAL DRIVE,CATAWBA,VA,24070,NOT AVAILABLE,(540) 375-4200,PSYCHIATRIC,OPEN,110,ROANOKE,51161,USA,37.3914313,-80.109897,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.catawba.dmhmrsas.virginia.gov/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - STATE,-999,110,NOT AVAILABLE,N,{621078E7-F2CC-4A12-BE69-C6EB6E027EC5}
-8517240.4,4459263.59,20439,13423602,BON SECOURS MARY IMMACULATE HOSPITAL,2 BERNARDINE DRIVE,NEWPORT NEWS,VA,23602,NOT AVAILABLE,(757) 886-6200,GENERAL ACUTE CARE,OPEN,110,NEWPORT NEWS,51700,USA,37.1444726,-76.511672,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.bonsecourshamptonroads.com/find-a-facility-mary-immaculate-hospital.html,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,110,NOT AVAILABLE,Y,{8ADC36FD-AF3D-4059-955D-989BF13AF53E}
-8514052.4,4448065.28,20440,14123601,RIVERSIDE REGIONAL MEDICAL CENTER,500 J. CLYDE MORRIS BLVD,NEWPORT NEWS,VA,23601,NOT AVAILABLE,(757) 594-2000,GENERAL ACUTE CARE,OPEN,577,NEWPORT NEWS,51700,USA,37.0642435,-76.483034,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.riverside-online.com/rrmc,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,577,LEVEL II,Y,{03A71428-491C-4673-A5F7-39442103B735}
-8463230.6,4420246.87,20441,15323454,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,1060 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,NOT AVAILABLE,(757) 395-8000,GENERAL ACUTE CARE,OPEN,282,VIRGINIA BEACH,51810,USA,36.8645736,-76.026494,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.sentara.com/hospitalsfacilities/hospitals/beachgeneral/pages/virginiabeach.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,282,LEVEL III,Y,{AC9DDE1D-3F26-49FD-9BA8-AC469B740D60}
-8625393.6,4623527.36,20443,1222401,MARY WASHINGTON HOSPITAL,1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,NOT AVAILABLE,(540) 741-1100,GENERAL ACUTE CARE,OPEN,420,FREDERICKSBURG,51630,USA,38.3115219,-77.483229,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.marywashingtonhealthcare.com/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,420,LEVEL II,Y,{5A1175B7-1082-432C-8B0B-B046C3BD5D27}
-8604024.1,4482130.7,20445,9523860,JOHN RANDOLPH MEDICAL CENTER,411 WEST RANDOLPH ROAD,HOPEWELL,VA,23860,NOT AVAILABLE,(804) 541-1600,GENERAL ACUTE CARE,OPEN,147,HOPEWELL,51670,USA,37.3080378,-77.291264,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.johnrandolphmed.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,147,NOT AVAILABLE,Y,{21620D90-BE8F-430D-98EA-93BA5F6758A9}
-8985988.1,4484116.32,20446,7124134,CARILION GILES MEMORIAL HOSPITAL,1 TAYLOR AVENUE,PEARISBURG,VA,24134,NOT AVAILABLE,(540) 921-6000,GENERAL ACUTE CARE,CLOSED,25,GILES,51071,USA,37.3222239,-80.722504,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vdh.virginia.gov/olc/acutecare/hospitals.htm,2016/08/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.carilionclinic.org/carilion/cgch,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,25,NOT AVAILABLE,Y,{A8073B0C-8772-423F-BD0C-2638F9370375}
-8520591.5,4497786.48,20447,15023061,RIVERSIDE WALTER REED HOSPITAL,7519 HOSPITAL DRIVE,GLOUCESTER,VA,23061,NOT AVAILABLE,(804) 693-8800,GENERAL ACUTE CARE,OPEN,67,GLOUCESTER,51073,USA,37.4198166,-76.541776,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.riverside-online.com/rwrh,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,67,NOT AVAILABLE,Y,{C03D5A8C-1541-475A-816E-E0E66343EEA5}
-9245170.1,4404141.84,20448,6324277,LEE REGIONAL MEDICAL CENTER,1800 COMBS ROAD,PENNINGTON GAP,VA,24277,NOT AVAILABLE,(276) 546-1440,GENERAL ACUTE CARE,CLOSED,70,LEE,51105,USA,36.7487388,-83.050776,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vdh.virginia.gov/olc/acutecare/hospitals.htm,2016/08/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,"http://www.wellmont.org/news/our-facilities/hospitals-and-medical-centers/community/lee-regional/2013/lee-regional-closing-in-wake-of-healthcare-reform;-hospital-to-help-patients,-co-workers-transition.aspx",NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,70,NOT AVAILABLE,Y,{F6D8B9E8-68C5-4BE2-B016-EAC6AFD10F60}
-8524970.3,4407556.7,20451,15823434,SENTARA OBICI HOSPITAL,2800 GODWIN BOULEVARD,SUFFOLK,VA,23434,NOT AVAILABLE,(757) 934-4000,GENERAL ACUTE CARE,OPEN,150,SUFFOLK,51800,USA,36.7733147,-76.581111,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sentara.com/hospitalsfacilities/hospitals/obici/pages/obici.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,150,NOT AVAILABLE,Y,{D21E4C49-5FF7-4B8A-89E5-98BB132E2048}
-8893352.8,4438277.22,20454,8124151,CARILION FRANKLIN MEMORIAL HOSPITAL,390 SOUTH MAIN STREET,ROCKY MOUNT,VA,24151,NOT AVAILABLE,(540) 483-5280,GENERAL ACUTE CARE,OPEN,37,FRANKLIN,51067,USA,36.9940482,-79.890348,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.carilionclinic.org/carilion/franklin+memorial+hospital,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,37,NOT AVAILABLE,Y,{8C030506-B873-42DE-9D38-0703B7CB927C}
-8704430,4749538.96,20455,922601,VALLEY HEALTH WINCHESTER MEDICAL CENTER,1840 AMHERST STREET,WINCHESTER,VA,22601,NOT AVAILABLE,(540) 536-8000,GENERAL ACUTE CARE,OPEN,411,WINCHESTER,51840,USA,39.1942808,-78.193225,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.valleyhealthlink.com/wmc,NOT AVAILABLE,WINCHESTER MEDICAL CENTER,51,NON-PROFIT,-999,411,LEVEL II,Y,{6EF614CD-9017-49D5-B3C0-7BB3142823A3}
-8596946,4701380.03,20457,3122042,INOVA FAIRFAX HOSPITAL,3300 GALLOWS ROAD,FALLS CHURCH,VA,22042,NOT AVAILABLE,(703) 776-4000,GENERAL ACUTE CARE,OPEN,923,FAIRFAX,51059,USA,38.8581985,-77.22768,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.inova.org/patient-and-visitor-information/facilities/inova-fairfax-hospital/index.jsp,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,923,LEVEL I,Y,{6B66E514-522C-474D-A60F-69F030F1B47D}
-8633140.6,4712955.65,20463,146320105,ENCOMPASS HEALTH REHAB HOSP OF NORTHERN VIRGINIA,24430 MILLSTREAM DRIVE,ALDIE,VA,20105,NOT AVAILABLE,(434) 957-2000,REHABILITATION,OPEN,55,LOUDOUN,51107,USA,38.939126,-77.552822,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,https://www.encompasshealth.com/northernvirginiarehab,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,55,NOT AVAILABLE,N,{B281DA5E-D42B-41AD-9495-19125357478C}
-8892336.6,4550110.51,20464,148424457,LEWISGALE HOSPITAL ALLEGHANY,ONE ARCH LANE,LOW MOOR,VA,24457,NOT AVAILABLE,(540) 862-6011,GENERAL ACUTE CARE,OPEN,205,ALLEGHANY,51005,USA,37.7921888,-79.881219,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,www.alleghanyregional.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,205,NOT AVAILABLE,Y,{760BBB20-BFA4-46FB-96D8-088984595827}
-9071243.6,4418501.08,20465,148624354,SMYTH COUNTY COMMUNITY HOSPITAL,245 MEDICAL PARK DRIVE,MARION,VA,24354,NOT AVAILABLE,(276) 378-1200,GENERAL ACUTE CARE,OPEN,44,SMYTH,51173,USA,36.8520255,-81.488367,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,www.scchosp.org,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - LOCAL,-999,44,NOT AVAILABLE,Y,{D67C219A-78F9-440C-A282-1419974FCA44}
-8643157.8,4696033.75,20466,19020169,NOVANT HEALTH UVA HEALTH SYSTEM HAYMARKET MEDICAL CENTER,15225 HEALTHCOTE BLVD,HAYMARKET,VA,20169,NOT AVAILABLE,(571) 284-1000,GENERAL ACUTE CARE,OPEN,60,PRINCE WILLIAM,51153,USA,38.8207904,-77.642808,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2017/03/07 00:00:00+00,www.novanthealth.org/haymarket,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,60,NOT AVAILABLE,Y,{AEE73509-4035-45BE-9F5C-9D7806E3B2A1}
-8534685.2,4474136.32,20467,19523185,RIVERSIDE DOCTORS' HOSPITAL WILLIAMSBURG,1500 COMMONWEALTH AVENUE,WILLIAMSBURG,VA,23185,NOT AVAILABLE,(757) 585-2200,GENERAL ACUTE CARE,OPEN,40,WILLIAMSBURG,51830,USA,37.2508955,-76.668381,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/07 00:00:00+00,www.riversideonline.com/rdhw,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,40,NOT AVAILABLE,Y,{C629AAF2-8A4E-427D-9FDB-9CA82F70FDE9}
-8637829.3,4510531.23,20468,8523235,CJW MEDICAL CENTER JOHNSTON WILLIS CAMPUS,1401 JOHNSTON-WILLIS DRIVE,RICHMOND,VA,23235,NOT AVAILABLE,(804) 330-2000,GENERAL ACUTE CARE,OPEN,292,CHESTERFIELD,51041,USA,37.5106883,-77.594941,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://chippenhammed.com/,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,292,LEVEL III,Y,{9623A861-2562-4AC2-8ECC-838DD100718E}
-8961824.7,4451533.79,20469,7224073,CARILION NEW RIVER VALLEY DBA ST. ALBANS,2900 LAMB CIRCLE,CHRISTIANSBURG,VA,24073,NOT AVAILABLE,(540) 731-2000,GENERAL ACUTE CARE,OPEN,110,MONTGOMERY,51121,USA,37.0891023,-80.505441,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,https://www.carilionclinic.org/locations/carilion-clinic-saint-albans-hospital,CNOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,110,LEVEL III,Y,{C339BC1D-2486-46C8-BECA-55EB3C2B4567}
-8898791.7,4476259.74,20472,7824013,CARILION ROANOKE COMMUNITY HOSPITAL,101 ELM AVENUE SE,ROANOKE,VA,24013,NOT AVAILABLE,(540) 981-7750,GENERAL ACUTE CARE,OPEN,197,ROANOKE CITY,51770,USA,37.2660775,-79.939206,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.carilionclinic.org/crch/roanoke-community-hospital,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,197,NOT AVAILABLE,N,{6AAADD6F-A284-4212-8E5D-41535C3DC1AC}
-8815150.3,4500320.81,20530,5624503,CENTRA HEALTH VIRGINIA BAPTIST HOSPITAL,3300 RIVERMONT AVENUE,LYNCHBURG,VA,24503,NOT AVAILABLE,(434) 200-4000,GENERAL ACUTE CARE,OPEN,317,LYNCHBURG,51680,USA,37.4378955,-79.187842,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://vbh.centrahealth.com/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,317,NOT AVAILABLE,N,{A83CCB43-728C-4BE1-8DE8-C097F72FA874}
-8843326.7,4548184.78,20534,324450,CARILION STONEWALL JACKSON HOSPITAL,1 HEALTH CIRCLE,LEXINGTON,VA,24450,NOT AVAILABLE,(540) 458-3300,CRITICAL ACCESS,OPEN,25,LEXINGTON,51678,USA,37.7785171,-79.440955,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.carilionclinic.org/carilion/csjh,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,25,NOT AVAILABLE,Y,{BBBAE21E-2607-4E8B-A137-E34EDC154FA0}
-8503733,4447095.6,20539,12323666,SENTARA CAREPLEX HOSPITAL,3000 COLISEUM DRIVE,HAMPTON,VA,23666,NOT AVAILABLE,(757) 736-1000,GENERAL ACUTE CARE,OPEN,200,HAMPTON,51650,USA,37.0572922,-76.390334,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sentara.com/hospitalsfacilities/hospitals/careplex/pages/careplex.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,200,NOT AVAILABLE,Y,{9F917C11-DCC0-4056-B989-AC98E0C0E25D}
-8886861,4578423.89,20540,224445,BATH COUNTY COMMUNITY HOSPITAL,106 PARK LANE,HOT SPRINGS,VA,24445,NOT AVAILABLE,(540) 839-7000,CRITICAL ACCESS,OPEN,25,BATH,51017,USA,37.9929072,-79.832031,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,www.bathhospital.org,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,25,NOT AVAILABLE,Y,{902582EE-B438-4C3E-AF18-3A381EC205B4}
-9152335.4,4383091.62,21005,147224201,REHABILITATION HOSPITAL OF BRISTOL LLC,103 NORTH STREET,BRISTOL,VA,24201,NOT AVAILABLE,(276) 642-7901,REHABILITATION,OPEN,25,BRISTOL,51520,USA,36.5970718,-82.216828,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,https://www.encompasshealth.com/locations/bristolrehab,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,25,NOT AVAILABLE,N,{529BA826-D0AB-461D-9DD7-FF00E62EAED1}
